"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"1141","3103","3","low","0","bike","11.68","1752074098718","1"
"285","485","4","average","0","truck","12.7","1752074098718","1"
"599","1322","2","low","0","car","11.63","1752074098718","1"
"663","690","4","average","0","car","12.72","1752074098718","1"
"1425","3103","10","high","0","car","14.63","1752074098718","1"
"275","1920","2","low","1","car","11.62","1752074098718","1"
"2909","3883","3","low","0","car","12.29","1752074098718","1"
"276","387","7","high","0","car","13.59","1752074098718","1"
"561","3883","2","low","1","bike","11.33","1752074098718","1"
"383","1920","2","low","0","bike","11.12","1752074098718","1"
"1335","1920","5","average","0","bike","12.62","1752074098718","1"
"259","690","2","low","0","cycle","11.56","1752074098718","1"
"146","387","2","low","0","cycle","11.56","1752074098718","1"
"1498","3883","7","average","1","bike","13.45","1752074098718","1"
"669","1920","9","high","0","cycle","14.12","1752074098718","1"
"109","470","7","high","0","car","13.19","1752074098718","1"
"140","2803","2","low","0","car","11.29","1752074098718","1"
"369","485","8","high","0","car","14.05","1752074098718","1"
"315","687","2","low","0","car","11.63","1752074098718","1"
"782","1322","6","average","0","car","13.24","1752074098718","1"
"615","2803","8","high","0","bike","13.31","1752074098718","1"
"181","470","6","high","0","cycle","12.9","1752074098718","1"
"994","2009","8","high","0","bike","13.54","1752074098718","1"
"441","1200","4","average","0","truck","12.51","1752074098718","1"
"1233","2937","3","low","0","car","12.02","1752074098718","1"
"128","690","3","average","1","truck","12.2","1752074098718","1"
"341","2803","2","low","0","car","11.35","1752074098718","1"
"787","1322","5","average","0","car","12.83","1752074098718","1"
"589","690","5","average","0","car","13.04","1752074098718","1"
"814","1322","9","high","0","car","14.35","1752074098718","1"
"476","687","8","high","1","bike","13.95","1752074098718","1"
"172","485","2","low","0","car","11.55","1752074098718","1"
"108","470","6","high","0","car","12.77","1752074098718","1"
"360","485","2","low","0","car","11.87","1752074098718","1"
"456","687","4","average","0","car","12.47","1752074098718","1"
"352","485","4","average","0","truck","12.81","1752074098718","1"
"407","470","3","low","0","car","12.39","1752074098718","1"
"1132","3103","4","average","0","bike","11.93","1752074098718","1"
"485","2803","2","low","0","bike","11.1","1752074098718","1"
"132","2803","1","low","0","car","10.87","1752074098718","1"
"3316","3883","10","high","0","bike","14.67","1752074098718","1"
"1284","2937","9","high","0","car","14.2","1752074098718","1"
"563","1920","3","average","0","bike","11.45","1752074098718","1"
"1036","2803","9","high","0","car","14.14","1752074098718","1"
"350","485","3","low","0","car","12.27","1752074098718","1"
"237","690","5","average","1","car","12.87","1752074098718","1"
"141","470","3","low","1","car","12.17","1752074098718","1"
"783","1920","2","low","0","car","11.59","1752074098718","1"
"1118","2937","4","low","0","car","12.4","1752074098718","1"
"1205","3103","5","average","0","car","12.66","1752074098718","1"
"629","1920","2","low","0","truck","11.81","1752074098718","1"
"761","3883","3","low","1","car","12.08","1752074098718","1"
"514","687","8","high","0","bike","13.75","1752074098718","1"
"1622","1920","10","high","0","car","14.95","1752074098718","1"
"686","687","4","average","0","car","12.75","1752074098718","1"
"331","687","3","average","0","bike","11.61","1752074098718","1"
"456","470","6","average","0","car","13.56","1752074098718","1"
"479","687","3","low","0","bike","11.96","1752074098718","1"
"453","1322","2","low","0","car","11.54","1752074098718","1"
"400","387","7","high","0","bike","13.57","1752074098718","1"
"319","485","9","high","1","bike","14.34","1752074098718","1"
"1122","3103","2","low","0","truck","11.84","1752074098718","1"
"646","2803","6","average","0","car","12.94","1752074098718","1"
"1489","2009","9","high","0","car","14.45","1752074098718","1"
"1278","1920","8","high","0","cycle","13.97","1752074098718","1"
"261","485","4","low","0","car","12.53","1752074098718","1"
"648","1322","2","low","0","car","11.66","1752074098718","1"
"247","470","2","low","1","car","11.94","1752074098718","1"
"292","387","5","average","0","car","12.96","1752074098718","1"
"225","577","8","high","1","car","13.99","1752074098718","1"
"1579","2009","7","high","0","car","13.65","1752074098718","1"
"429","1322","3","low","0","car","11.94","1752074098718","1"
"1142","3103","4","low","0","car","12.39","1752074098718","1"
"784","1322","9","high","0","car","14.33","1752074098718","1"
"463","2803","3","low","0","car","11.8","1752074098718","1"
"761","1322","6","high","0","cycle","13.06","1752074098718","1"
"244","387","2","low","0","bike","11.48","1752074098718","1"
"337","470","2","low","0","car","11.85","1752074098718","1"
"1036","2937","3","low","0","car","11.96","1752074098718","1"
"316","387","4","average","0","bike","12.31","1752074098718","1"
"204","1200","3","low","1","car","12.06","1752074098718","1"
"233","2803","2","low","0","bike","11.03","1752074098718","1"
"429","470","4","average","0","truck","12.97","1752074098718","1"
"341","687","3","average","0","car","11.91","1752074098718","1"
"1268","1920","3","low","0","bike","11.93","1752074098718","1"
"463","690","2","low","0","car","11.81","1752074098718","1"
"447","470","7","high","0","car","13.79","1752074098718","1"
"1262","2009","3","low","0","car","12.19","1752074098718","1"
"231","485","7","high","0","truck","13.69","1752074098718","1"
"794","1920","6","average","1","car","13.34","1752074098718","1"
"576","1322","3","low","1","car","12.28","1752074098718","1"
"579","690","8","high","0","car","14.12","1752074098718","1"
"725","1200","4","average","0","bike","12.13","1752074098718","1"
"689","1322","2","low","0","car","11.68","1752074098718","1"
"949","3883","3","low","1","car","12.12","1752074098718","1"
"814","1200","4","average","0","car","12.48","1752074098718","1"
"1210","3103","6","average","0","bike","12.78","1752074098718","1"
"442","3103","1","low","0","car","10.95","1752074098718","1"
"1428","3103","4","average","0","car","12.3","1752074098718","1"
"412","1322","2","low","0","car","11.51","1752074098718","1"
"840","1200","6","average","0","cycle","13.33","1752074098718","1"
"313","2803","3","low","1","car","12.01","1752074098718","1"
"283","690","2","low","0","cycle","11.59","1752074098718","1"
"14","577","1","average","0","bike","10.4","1752074098718","1"
"290","1920","2","low","0","car","11.38","1752074098718","1"
"595","1200","4","average","0","bike","12.04","1752074098718","1"
"715","1322","3","low","0","car","12.12","1752074098718","1"
"742","3103","2","low","0","car","11.45","1752074098718","1"
"41","577","2","low","0","car","11.31","1752074098718","1"
"685","1322","6","average","1","truck","13.72","1752074098718","1"
"1718","3103","3","low","0","car","12.13","1752074098718","1"
"215","687","1","low","0","car","11.09","1752074098718","1"
"604","1920","2","low","0","bike","11.22","1752074098718","1"
"439","2803","2","low","0","cycle","11.38","1752074098718","1"
"210","485","3","low","1","car","12.28","1752074098718","1"
"352","1920","3","low","1","car","12.07","1752074098718","1"
"302","485","3","low","0","cycle","12.19","1752074098718","1"
"1430","1920","6","average","0","car","13.37","1752074098718","1"
"405","2803","4","average","0","truck","12.33","1752074098718","1"
"512","2803","3","low","1","car","12.07","1752074098718","1"
"465","687","10","high","1","car","15.06","1752074098718","1"
"1357","2009","5","average","0","cycle","12.9","1752074098718","1"
"918","3103","2","low","0","car","11.5","1752074098718","1"
"1327","2937","3","low","0","bike","11.75","1752074098718","1"
"1468","1920","8","average","1","car","14.47","1752074098718","1"
"689","1322","4","low","0","car","12.52","1752074098718","1"
"281","387","4","average","0","car","12.52","1752074098718","1"
"999","1322","2","low","0","cycle","11.88","1752074098718","1"
"570","1322","2","low","1","car","11.86","1752074098718","1"
"222","690","2","low","0","truck","11.81","1752074098718","1"
"1277","2803","2","low","0","car","11.63","1752074098718","1"
"1326","1920","7","average","0","bike","13.45","1752074098718","1"
"215","387","2","low","0","bike","11.42","1752074098718","1"
"1664","3883","2","low","0","car","11.61","1752074098718","1"
"134","470","2","low","0","car","11.49","1752074098718","1"
"189","577","8","high","1","car","13.94","1752074098718","1"
"564","687","7","high","0","car","13.68","1752074098718","1"
"1218","2009","4","low","0","car","12.59","1752074098718","1"
"952","2937","4","average","0","car","12.19","1752074098718","1"
"462","3103","3","low","1","truck","12.33","1752074098718","1"
"275","485","3","low","0","car","12.14","1752074098718","1"
"132","577","3","low","0","car","11.86","1752074098718","1"
"186","2803","2","low","0","cycle","11.31","1752074098718","1"
"502","2803","3","low","0","bike","11.52","1752074098718","1"
"608","1322","3","low","0","car","12.05","1752074098718","1"
"107","470","3","average","0","car","11.69","1752074098718","1"
"2986","3883","5","average","0","bike","12.68","1752074098718","1"
"298","690","2","low","0","car","11.61","1752074098718","1"
"720","1200","4","average","0","bike","12.12","1752074098718","1"
"1285","2937","7","average","0","bike","13.24","1752074098718","1"
"1301","3883","8","high","0","car","13.7","1752074098718","1"
"794","1322","5","average","0","bike","12.54","1752074098718","1"
"664","690","9","high","0","bike","14.34","1752074098718","1"
"529","2803","4","average","0","bike","11.78","1752074098718","1"
"345","387","7","average","1","car","14.16","1752074098718","1"
"754","2803","8","high","0","truck","13.93","1752074098718","1"
"1272","2009","5","average","0","car","12.86","1752074098718","1"
"612","690","6","average","0","bike","13.2","1752074098718","1"
"339","470","3","low","0","bike","11.98","1752074098718","1"
"573","3103","1","low","0","bike","10.7","1752074098718","1"
"1182","3103","6","high","0","car","12.9","1752074098718","1"
"243","387","2","low","0","bike","11.48","1752074098718","1"
"313","485","2","low","0","car","11.79","1752074098718","1"
"930","3103","8","high","0","bike","13.37","1752074098718","1"
"936","2937","3","low","0","car","11.93","1752074098718","1"
"629","687","4","average","0","car","12.68","1752074098718","1"
"623","2803","11","high","1","car","15.1","1752074098718","1"
"583","690","2","low","0","cycle","11.95","1752074098718","1"
"306","577","7","high","0","bike","13.15","1752074098718","1"
"56","387","1","low","0","car","10.95","1752074098718","1"
"937","1920","2","low","0","car","11.66","1752074098718","1"
"129","387","1","low","0","cycle","11.11","1752074098718","1"
"610","1322","2","low","0","bike","11.34","1752074098718","1"
"465","470","6","average","0","truck","13.87","1752074098718","1"
"424","470","7","high","0","car","13.75","1752074098718","1"
"232","485","3","low","0","bike","11.77","1752074098718","1"
"813","3103","2","low","0","car","11.47","1752074098718","1"
"328","690","2","low","0","truck","11.94","1752074098718","1"
"1166","1920","2","low","0","truck","12.05","1752074098718","1"
"127","577","2","low","0","car","11.43","1752074098718","1"
"367","485","4","average","0","bike","12.26","1752074098718","1"
"107","387","1","low","0","cycle","11.06","1752074098718","1"
"2616","3883","4","average","0","bike","12.19","1752074098718","1"
"1217","2009","2","low","0","truck","12.05","1752074098718","1"
"960","1920","2","low","0","car","11.67","1752074098718","1"
"816","3103","2","low","0","car","11.47","1752074098718","1"
"479","1200","2","low","0","bike","11.29","1752074098718","1"
"855","1200","9","high","0","car","14.43","1752074098718","1"
"285","485","1","low","0","car","11.32","1752074098718","1"
"421","2937","3","low","1","bike","11.74","1752074098718","1"
"486","690","3","low","0","car","12.25","1752074098718","1"
"337","387","7","high","0","cycle","13.73","1752074098718","1"
"983","2937","9","high","0","car","14.11","1752074098718","1"
"73","577","2","low","0","bike","11.06","1752074098718","1"
"429","470","2","low","0","car","12.01","1752074098718","1"
"568","690","4","average","0","car","12.6","1752074098718","1"
"954","1322","4","low","1","bike","12.64","1752074098718","1"
"684","690","6","average","0","car","13.58","1752074098718","1"
"1221","2937","10","high","0","car","14.6","1752074098718","1"
"854","3103","3","low","0","car","11.9","1752074098718","1"
"1201","2009","7","average","0","car","13.66","1752074098718","1"
"721","2009","2","low","0","car","11.55","1752074098718","1"
"1885","3103","6","average","0","car","13.26","1752074098718","1"
"1543","1920","6","average","0","car","13.42","1752074098718","1"
"682","1200","5","average","0","car","12.81","1752074098718","1"
"3427","3883","11","high","0","bike","15.11","1752074098718","1"
